"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Immune_System_Processes","Inflammatory_Response","Immune_Response"
"GO:0007015","GO:0007015","GO:0007015","actin filament organization",322,0.327682474357178,1.44147454924249,0.000220340567477094,0.00406572861356342,0.00314144049969349,2276,"tags=23%, list=17%, signal=20%","ENSG00000162552/ENSG00000133789/ENSG00000075340/ENSG00000115956/ENSG00000158856/ENSG00000163157/ENSG00000158856/ENSG00000075618/ENSG00000101336/ENSG00000099250/ENSG00000075618/ENSG00000179604/ENSG00000122786/ENSG00000136717/ENSG00000128283/ENSG00000140368/ENSG00000198121/ENSG00000087589/ENSG00000137460/ENSG00000112137/ENSG00000111199/ENSG00000034971/ENSG00000103647/ENSG00000145147/ENSG00000125753/ENSG00000130055/ENSG00000106683/ENSG00000163219/ENSG00000177105/ENSG00000107562/ENSG00000128283/ENSG00000070182/ENSG00000082781/ENSG00000177425/ENSG00000171522/ENSG00000096968/ENSG00000104880/ENSG00000128340/ENSG00000047648/ENSG00000133816/ENSG00000050405/ENSG00000079337/ENSG00000128833/ENSG00000149564/ENSG00000164961/ENSG00000204472/ENSG00000124507/ENSG00000167549/ENSG00000124126/ENSG00000251322/ENSG00000074964/ENSG00000160460/ENSG00000152229/ENSG00000137710/ENSG00000136286/ENSG00000102024/ENSG00000062598/ENSG00000164251/ENSG00000047648/ENSG00000133789/ENSG00000196586/ENSG00000142347/ENSG00000198844/ENSG00000158528/ENSG00000148700/ENSG00000164741/ENSG00000180353/ENSG00000166949/ENSG00000132970/ENSG00000130340/ENSG00000132854/ENSG00000140750/ENSG00000107562/ENSG00000139725/ENSG00000108819/ENSG00000171132/ENSG00000130429/ENSG00000089159/ENSG00000126353/ENSG00000196586/ENSG00000187017/ENSG00000128849/ENSG00000100034/ENSG00000136167/ENSG00000172403/ENSG00000136717/ENSG00000137478/ENSG00000106078/ENSG00000151239/ENSG00000130755/ENSG00000145675/ENSG00000158769/ENSG00000118162/ENSG00000115935/ENSG00000166949/ENSG00000124145","FALSE","FALSE","FALSE"
"GO:0002011","GO:0002011","GO:0002011","morphogenesis of an epithelial sheet",40,0.592095007172935,2.03166439526138,0.000221064331459912,0.00406572861356342,0.00314144049969349,661,"tags=15%, list=5%, signal=15%","ENSG00000112175/ENSG00000142871/ENSG00000004975/ENSG00000148400/ENSG00000128917/ENSG00000154764/ENSG00000139567/ENSG00000138639","FALSE","FALSE","FALSE"
"GO:0001974","GO:0001974","GO:0001974","blood vessel remodeling",23,0.716055755953385,2.14739579752137,0.000224687478814184,0.00407536599504347,0.00314888695354469,1676,"tags=35%, list=13%, signal=31%","ENSG00000182492/ENSG00000037280/ENSG00000081189/ENSG00000105997/ENSG00000128917/ENSG00000139567/ENSG00000167601/ENSG00000198959/ENSG00000070193/ENSG00000165240/ENSG00000168214","FALSE","FALSE","FALSE"
"GO:0071496","GO:0071496","GO:0071496","cellular response to external stimulus",222,0.354734492875964,1.59206322077631,0.00022827027716583,0.0041038519645288,0.00317089702522428,2594,"tags=27%, list=20%, signal=23%","ENSG00000196664/ENSG00000162552/ENSG00000115232/ENSG00000100292/ENSG00000162692/ENSG00000106991/ENSG00000170345/ENSG00000139112/ENSG00000115592/ENSG00000124762/ENSG00000177628/ENSG00000080546/ENSG00000150907/ENSG00000183087/ENSG00000116717/ENSG00000188906/ENSG00000169184/ENSG00000186642/ENSG00000112561/ENSG00000213445/ENSG00000171522/ENSG00000196139/ENSG00000167601/ENSG00000180535/ENSG00000196139/ENSG00000068024/ENSG00000125735/ENSG00000118689/ENSG00000162772/ENSG00000101916/ENSG00000153162/ENSG00000039523/ENSG00000106617/ENSG00000070961/ENSG00000106268/ENSG00000197548/ENSG00000067182/ENSG00000188338/ENSG00000103335/ENSG00000111424/ENSG00000005893/ENSG00000168389/ENSG00000125538/ENSG00000108819/ENSG00000116044/ENSG00000182450/ENSG00000176641/ENSG00000101460/ENSG00000167535/ENSG00000111424/ENSG00000116954/ENSG00000100330/ENSG00000005882/ENSG00000006715/ENSG00000163874/ENSG00000110395/ENSG00000163874/ENSG00000150907/ENSG00000125952/ENSG00000070540/ENSG00000158769/ENSG00000118162/ENSG00000083750/ENSG00000175445/ENSG00000275993/ENSG00000085415/ENSG00000065559/ENSG00000125735/ENSG00000109971/ENSG00000124253/ENSG00000171791/ENSG00000169372/ENSG00000123700/ENSG00000107643/ENSG00000074590","FALSE","FALSE","FALSE"
"GO:0043087","GO:0043087","GO:0043087","regulation of GTPase activity",349,0.316971066348329,1.45283115298049,0.000231266303174996,0.00413762161462748,0.00319698960457809,2842,"tags=29%, list=21%, signal=23%","ENSG00000068831/ENSG00000162552/ENSG00000132613/ENSG00000099250/ENSG00000004975/ENSG00000132613/ENSG00000111432/ENSG00000141968/ENSG00000196415/ENSG00000154783/ENSG00000087258/ENSG00000188906/ENSG00000145147/ENSG00000163219/ENSG00000138835/ENSG00000177105/ENSG00000196576/ENSG00000105137/ENSG00000164050/ENSG00000138639/ENSG00000213445/ENSG00000031081/ENSG00000185532/ENSG00000105186/ENSG00000047648/ENSG00000177963/ENSG00000079337/ENSG00000164056/ENSG00000185989/ENSG00000116991/ENSG00000135905/ENSG00000069966/ENSG00000164691/ENSG00000077585/ENSG00000006740/ENSG00000076864/ENSG00000089639/ENSG00000121749/ENSG00000136040/ENSG00000105963/ENSG00000124126/ENSG00000134516/ENSG00000151693/ENSG00000196415/ENSG00000074964/ENSG00000145819/ENSG00000186716/ENSG00000076356/ENSG00000089820/ENSG00000072818/ENSG00000136111/ENSG00000153317/ENSG00000128512/ENSG00000116285/ENSG00000137710/ENSG00000089820/ENSG00000076356/ENSG00000135439/ENSG00000119522/ENSG00000131584/ENSG00000103197/ENSG00000180448/ENSG00000164251/ENSG00000143248/ENSG00000047648/ENSG00000131374/ENSG00000145087/ENSG00000128805/ENSG00000198844/ENSG00000164741/ENSG00000105538/ENSG00000132669/ENSG00000167202/ENSG00000196220/ENSG00000075884/ENSG00000130340/ENSG00000140750/ENSG00000196914/ENSG00000144843/ENSG00000114790/ENSG00000105122/ENSG00000164506/ENSG00000071205/ENSG00000126353/ENSG00000067208/ENSG00000084070/ENSG00000088387/ENSG00000109436/ENSG00000133121/ENSG00000196576/ENSG00000113916/ENSG00000071189/ENSG00000127084/ENSG00000114993/ENSG00000158769/ENSG00000137936/ENSG00000011454/ENSG00000139835/ENSG00000004399/ENSG00000099250/ENSG00000107099/ENSG00000137962/ENSG00000134215/ENSG00000137962/ENSG00000155093/ENSG00000167037/ENSG00000144283/ENSG00000076928/ENSG00000170471/ENSG00000168421/ENSG00000105971/ENSG00000139835/ENSG00000186635/ENSG00000076864/ENSG00000177606/ENSG00000147251/ENSG00000167291/ENSG00000073712/ENSG00000159842/ENSG00000123329/ENSG00000142459/ENSG00000197283","FALSE","FALSE","FALSE"
"GO:0008286","GO:0008286","GO:0008286","insulin receptor signaling pathway",109,0.446143653199557,1.79995477193256,0.000240461644797396,0.00424439010615538,0.00327948573141203,3038,"tags=41%, list=23%, signal=32%","ENSG00000146678/ENSG00000146678/ENSG00000140443/ENSG00000150907/ENSG00000166501/ENSG00000184557/ENSG00000071553/ENSG00000110719/ENSG00000148730/ENSG00000113732/ENSG00000033627/ENSG00000177879/ENSG00000136856/ENSG00000184481/ENSG00000166501/ENSG00000149639/ENSG00000047249/ENSG00000160999/ENSG00000131100/ENSG00000166263/ENSG00000184163/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000103197/ENSG00000136888/ENSG00000159720/ENSG00000132334/ENSG00000147416/ENSG00000185950/ENSG00000153823/ENSG00000106070/ENSG00000114573/ENSG00000197594/ENSG00000125538/ENSG00000143882/ENSG00000065675/ENSG00000150867/ENSG00000011405/ENSG00000005882/ENSG00000150907/ENSG00000145675/ENSG00000173039/ENSG00000137936/ENSG00000103994/ENSG00000185950/ENSG00000158092/ENSG00000160685/ENSG00000105971/ENSG00000155097/ENSG00000160691/ENSG00000171130/ENSG00000109458/ENSG00000006453/ENSG00000128524/ENSG00000171105/ENSG00000171105","FALSE","FALSE","FALSE"
"GO:0016572","GO:0016572","GO:0016572","histone phosphorylation",31,-0.704571756005922,-1.85621112955188,0.000249618344476194,0.0043476572580953,0.00335927650060155,1063,"tags=32%, list=8%, signal=30%","ENSG00000149311/ENSG00000154229/ENSG00000173531/ENSG00000160396/ENSG00000149503/ENSG00000178999/ENSG00000160396/ENSG00000177602/ENSG00000087586/ENSG00000170312/ENSG00000145386/ENSG00000134057","FALSE","FALSE","FALSE"
"GO:0031589","GO:0031589","GO:0031589","cell-substrate adhesion",246,0.346164098717054,1.56845963666236,0.00026027625250715,0.00448869864979545,0.00346825404980193,1616,"tags=10%, list=12%, signal=9%","ENSG00000077942/ENSG00000065613/ENSG00000154188/ENSG00000086289/ENSG00000160963/ENSG00000179218/ENSG00000157927/ENSG00000170381/ENSG00000110492/ENSG00000132855/ENSG00000118137/ENSG00000074054/ENSG00000106823/ENSG00000162006/ENSG00000166086/ENSG00000182580/ENSG00000164176/ENSG00000086570/ENSG00000137809/ENSG00000189058/ENSG00000110880/ENSG00000168309/ENSG00000118193/ENSG00000132855/ENSG00000171564/ENSG00000248746/ENSG00000162006/ENSG00000171557/ENSG00000162006/ENSG00000189058/ENSG00000100097","FALSE","FALSE","FALSE"
"GO:0006687","GO:0006687","GO:0006687","glycosphingolipid metabolic process",51,0.553501895393119,1.96211276247154,0.000264625624779716,0.00454879341941603,0.00351468709072749,2164,"tags=41%, list=16%, signal=34%","ENSG00000008513/ENSG00000184389/ENSG00000140557/ENSG00000177628/ENSG00000064601/ENSG00000198951/ENSG00000170266/ENSG00000135454/ENSG00000104763/ENSG00000049860/ENSG00000102393/ENSG00000111728/ENSG00000162139/ENSG00000166311/ENSG00000196743/ENSG00000197746/ENSG00000204386/ENSG00000100299/ENSG00000157404/ENSG00000135454/ENSG00000204386/ENSG00000103089/ENSG00000162139/ENSG00000174607/ENSG00000158220/ENSG00000100422/ENSG00000177511","FALSE","FALSE","FALSE"
"GO:0060841","GO:0060841","GO:0060841","venous blood vessel development",11,0.827274653492711,2.03685502376855,0.000316642336847884,0.00532120987801875,0.00411150517090862,628,"tags=29%, list=5%, signal=27%","ENSG00000183287/ENSG00000106991/ENSG00000148400/ENSG00000139567","FALSE","FALSE","FALSE"
"GO:0046885","GO:0046885","GO:0046885","regulation of hormone biosynthetic process",16,0.768641230880588,2.04644030406986,0.000318723268701788,0.00533912227188346,0.00412534542560377,1321,"tags=35%, list=10%, signal=32%","ENSG00000112175/ENSG00000162552/ENSG00000162676/ENSG00000050165/ENSG00000162676/ENSG00000113739/ENSG00000153162","FALSE","FALSE","FALSE"
"GO:0043535","GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration",66,0.515626004945349,1.89252911717902,0.000321270894788377,0.00536471398916464,0.00414511921396131,2145,"tags=29%, list=16%, signal=25%","ENSG00000137801/ENSG00000100292/ENSG00000101280/ENSG00000081189/ENSG00000134954/ENSG00000148400/ENSG00000137509/ENSG00000116717/ENSG00000128917/ENSG00000139567/ENSG00000100065/ENSG00000048052/ENSG00000173269/ENSG00000091879/ENSG00000100311/ENSG00000006638/ENSG00000128052/ENSG00000179348/ENSG00000116044/ENSG00000135046/ENSG00000148400/ENSG00000011405/ENSG00000133121/ENSG00000136826","FALSE","FALSE","FALSE"
"GO:0010812","GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion",48,0.566047883494396,1.95867788263111,0.000332968963551846,0.00550759983736702,0.00425552190755935,601,"tags=8%, list=5%, signal=7%","ENSG00000189058/ENSG00000110880/ENSG00000168309/ENSG00000189058/ENSG00000100097","FALSE","FALSE","FALSE"
"GO:0045939","GO:0045939","GO:0045939","negative regulation of steroid metabolic process",19,0.727598892980978,2.07165539786879,0.000339136144330515,0.00557962720778184,0.00431117483474999,1250,"tags=29%, list=9%, signal=26%","ENSG00000112175/ENSG00000162552/ENSG00000124216/ENSG00000162676/ENSG00000050165/ENSG00000162676/ENSG00000124216","FALSE","FALSE","FALSE"
"GO:0007159","GO:0007159","GO:0007159","leukocyte cell-cell adhesion",186,0.371958533495852,1.66507987884155,0.000340396302326889,0.00557962720778184,0.00431117483474999,250,"tags=3%, list=2%, signal=3%","ENSG00000138821/ENSG00000017427/ENSG00000198805/ENSG00000115457/ENSG00000188372/ENSG00000136235/ENSG00000100097","FALSE","FALSE","FALSE"
"GO:0090049","GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",30,0.653181087870335,2.10640460906291,0.000348907571399617,0.00569954604211796,0.00440383175277516,2145,"tags=43%, list=16%, signal=36%","ENSG00000137801/ENSG00000100292/ENSG00000148400/ENSG00000128917/ENSG00000100065/ENSG00000048052/ENSG00000173269/ENSG00000006638/ENSG00000128052/ENSG00000179348/ENSG00000135046/ENSG00000148400/ENSG00000011405/ENSG00000133121/ENSG00000136826","FALSE","FALSE","FALSE"
"GO:0010894","GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process",18,0.747535466346532,2.11045943772454,0.000367348484715255,0.00596344949786508,0.00460774034645929,1250,"tags=32%, list=9%, signal=29%","ENSG00000112175/ENSG00000162552/ENSG00000124216/ENSG00000162676/ENSG00000050165/ENSG00000162676/ENSG00000124216","FALSE","FALSE","FALSE"
"GO:0090383","GO:0090383","GO:0090383","phagosome acidification",21,0.718317132881198,2.08580151554065,0.000370576107108756,0.00596344949786508,0.00460774034645929,1929,"tags=54%, list=15%, signal=46%","ENSG00000179331/ENSG00000123892/ENSG00000110719/ENSG00000113732/ENSG00000033627/ENSG00000047249/ENSG00000131100/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000136888/ENSG00000159720/ENSG00000147416/ENSG00000114573/ENSG00000143882","FALSE","FALSE","FALSE"
"GO:0035306","GO:0035306","GO:0035306","positive regulation of dephosphorylation",39,0.587716040689765,1.97583329618713,0.000375568636064875,0.0060045319930129,0.00463948329498155,1723,"tags=28%, list=13%, signal=24%","ENSG00000115956/ENSG00000113721/ENSG00000133878/ENSG00000081189/ENSG00000177628/ENSG00000166311/ENSG00000096968/ENSG00000187391/ENSG00000196950/ENSG00000115685/ENSG00000164741/ENSG00000166949/ENSG00000213949","FALSE","FALSE","FALSE"
"GO:0050817","GO:0050817","GO:0050817","coagulation",220,0.361852072030726,1.61299625991676,0.000390709184682851,0.00622766761039938,0.0048118920639888,1147,"tags=20%, list=9%, signal=18%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000213931/ENSG00000004939/ENSG00000244734/ENSG00000274286/ENSG00000137801/ENSG00000213931/ENSG00000124491/ENSG00000115956/ENSG00000158856/ENSG00000069018/ENSG00000158856/ENSG00000128271/ENSG00000169313/ENSG00000160323/ENSG00000244734/ENSG00000043462/ENSG00000143278/ENSG00000110080/ENSG00000164690/ENSG00000141968/ENSG00000196415/ENSG00000137509/ENSG00000183087/ENSG00000149781/ENSG00000166501/ENSG00000165025/ENSG00000154127/ENSG00000189114/ENSG00000142615/ENSG00000150594/ENSG00000150594/ENSG00000185532/ENSG00000109758/ENSG00000096968/ENSG00000153208/ENSG00000164111/ENSG00000186115/ENSG00000167601/ENSG00000198517/ENSG00000108405/ENSG00000164220/ENSG00000185022/ENSG00000159176/ENSG00000110756/ENSG00000166501/ENSG00000174059/ENSG00000196415/ENSG00000160999/ENSG00000057593","FALSE","FALSE","FALSE"
"GO:0007409","GO:0007409","GO:0007409","axonogenesis",348,0.317474652797608,1.4395442798751,0.000413578150674863,0.006532796013663,0.00504765367395494,2747,"tags=26%, list=21%, signal=21%","ENSG00000179242/ENSG00000172037/ENSG00000111962/ENSG00000136327/ENSG00000115232/ENSG00000162631/ENSG00000021645/ENSG00000099250/ENSG00000063660/ENSG00000154928/ENSG00000011201/ENSG00000182578/ENSG00000162068/ENSG00000091129/ENSG00000189056/ENSG00000164690/ENSG00000148400/ENSG00000147443/ENSG00000138623/ENSG00000075213/ENSG00000145147/ENSG00000125753/ENSG00000106683/ENSG00000125266/ENSG00000154764/ENSG00000177105/ENSG00000107562/ENSG00000196576/ENSG00000164050/ENSG00000070182/ENSG00000162946/ENSG00000121966/ENSG00000147443/ENSG00000074181/ENSG00000033327/ENSG00000128340/ENSG00000153993/ENSG00000185033/ENSG00000187122/ENSG00000136603/ENSG00000076864/ENSG00000136040/ENSG00000138623/ENSG00000151892/ENSG00000082684/ENSG00000155980/ENSG00000184144/ENSG00000115325/ENSG00000251322/ENSG00000160460/ENSG00000182578/ENSG00000095539/ENSG00000171533/ENSG00000130558/ENSG00000076356/ENSG00000089820/ENSG00000169032/ENSG00000089820/ENSG00000076356/ENSG00000163394/ENSG00000168758/ENSG00000123384/ENSG00000151892/ENSG00000197381/ENSG00000165731/ENSG00000080824/ENSG00000185950/ENSG00000106070/ENSG00000134259/ENSG00000107562/ENSG00000118257/ENSG00000079805/ENSG00000148400/ENSG00000184564/ENSG00000143320/ENSG00000065675/ENSG00000118263/ENSG00000106078/ENSG00000196576/ENSG00000130449/ENSG00000163623/ENSG00000066084/ENSG00000151150/ENSG00000148498/ENSG00000066084/ENSG00000145675/ENSG00000187688/ENSG00000143434/ENSG00000182704/ENSG00000004399/ENSG00000064300/ENSG00000099250/ENSG00000101977/ENSG00000185950/ENSG00000077264/ENSG00000138347/ENSG00000137872/ENSG00000121966/ENSG00000167680/ENSG00000127152/ENSG00000106571/ENSG00000133104/ENSG00000079805/ENSG00000073803/ENSG00000173406/ENSG00000171791/ENSG00000104133/ENSG00000151490/ENSG00000051382/ENSG00000114391/ENSG00000126861/ENSG00000115414/ENSG00000168421/ENSG00000154645/ENSG00000021574/ENSG00000160691/ENSG00000076864/ENSG00000169855/ENSG00000130449","FALSE","FALSE","FALSE"
"GO:0090382","GO:0090382","GO:0090382","phagosome maturation",33,0.613200225820558,1.99385607701402,0.000420003777433546,0.00661443074640854,0.00511072986029285,3124,"tags=63%, list=23%, signal=49%","ENSG00000179331/ENSG00000123892/ENSG00000110719/ENSG00000113732/ENSG00000033627/ENSG00000047249/ENSG00000131100/ENSG00000118508/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000136888/ENSG00000159720/ENSG00000147416/ENSG00000114573/ENSG00000143882/ENSG00000101955/ENSG00000090674/ENSG00000188603/ENSG00000104133/ENSG00000102879/ENSG00000155097/ENSG00000168461/ENSG00000171130/ENSG00000128524/ENSG00000090674","FALSE","FALSE","FALSE"
"GO:1903305","GO:1903305","GO:1903305","regulation of regulated secretory pathway",92,0.450969452116256,1.75819325791925,0.000422405683312022,0.0066323996842425,0.00512461380445473,1639,"tags=29%, list=12%, signal=26%","ENSG00000100292/ENSG00000128271/ENSG00000169684/ENSG00000148400/ENSG00000188906/ENSG00000006283/ENSG00000139998/ENSG00000166501/ENSG00000165025/ENSG00000154764/ENSG00000118432/ENSG00000101098/ENSG00000186318/ENSG00000150594/ENSG00000150594/ENSG00000000938/ENSG00000033327/ENSG00000186792/ENSG00000120907/ENSG00000128340/ENSG00000204176/ENSG00000108405/ENSG00000143553/ENSG00000166501/ENSG00000185896/ENSG00000160255/ENSG00000104142/ENSG00000186912/ENSG00000105514/ENSG00000114520/ENSG00000164251/ENSG00000145087/ENSG00000143858/ENSG00000179348","FALSE","FALSE","FALSE"
"GO:0001774","GO:0001774","GO:0001774","microglial cell activation",21,0.712847880882006,2.06992026534266,0.000432852810817222,0.0067561002519246,0.00522019273017428,1221,"tags=38%, list=9%, signal=35%","ENSG00000196664/ENSG00000173372/ENSG00000188906/ENSG00000109861/ENSG00000174130/ENSG00000096968/ENSG00000204472/ENSG00000160255/ENSG00000184599/ENSG00000101916","TRUE","FALSE","FALSE"
"GO:0032543","GO:0032543","GO:0032543","mitochondrial translation",113,-0.534220432413765,-1.68795680494463,0.000454589708565128,0.00697125908761683,0.00538643813033592,3664,"tags=49%, list=28%, signal=36%","ENSG00000112110/ENSG00000132300/ENSG00000116898/ENSG00000182154/ENSG00000125901/ENSG00000166902/ENSG00000011376/ENSG00000117593/ENSG00000165526/ENSG00000174547/ENSG00000132676/ENSG00000154719/ENSG00000172590/ENSG00000148824/ENSG00000179271/ENSG00000116874/ENSG00000136522/ENSG00000155906/ENSG00000120333/ENSG00000139131/ENSG00000061794/ENSG00000169288/ENSG00000111639/ENSG00000108561/ENSG00000059691/ENSG00000174173/ENSG00000178694/ENSG00000172172/ENSG00000182180/ENSG00000123297/ENSG00000183978/ENSG00000178952/ENSG00000175581/ENSG00000175110/ENSG00000122140/ENSG00000086504/ENSG00000067704/ENSG00000082515/ENSG00000105364/ENSG00000180992/ENSG00000062582/ENSG00000137288/ENSG00000131368/ENSG00000158042/ENSG00000112996/ENSG00000182199/ENSG00000254858/ENSG00000185608/ENSG00000138095/ENSG00000183617/ENSG00000116221/ENSG00000055950/ENSG00000262814/ENSG00000090263/ENSG00000259494","FALSE","FALSE","FALSE"
"GO:0031069","GO:0031069","GO:0031069","hair follicle morphogenesis",20,0.731081305776214,2.11468209248168,0.000456209935569896,0.00697576820086527,0.00538992215800297,2529,"tags=54%, list=19%, signal=44%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164690/ENSG00000148400/ENSG00000164379/ENSG00000134363/ENSG00000070193/ENSG00000124216/ENSG00000165240/ENSG00000148400/ENSG00000064300/ENSG00000163472/ENSG00000171791","FALSE","FALSE","FALSE"
"GO:0050730","GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",158,0.377358313565254,1.61113808863951,0.000459993032315636,0.00701322710139202,0.00541886528686704,1774,"tags=26%, list=13%, signal=23%","ENSG00000197921/ENSG00000162367/ENSG00000158856/ENSG00000261371/ENSG00000158517/ENSG00000158856/ENSG00000099250/ENSG00000004975/ENSG00000101280/ENSG00000018236/ENSG00000182578/ENSG00000189056/ENSG00000087589/ENSG00000131370/ENSG00000168959/ENSG00000183087/ENSG00000165025/ENSG00000184557/ENSG00000166923/ENSG00000150594/ENSG00000068971/ENSG00000150594/ENSG00000096968/ENSG00000166923/ENSG00000120907/ENSG00000167207/ENSG00000019991/ENSG00000174808/ENSG00000070193/ENSG00000138496/ENSG00000160255/ENSG00000110651/ENSG00000182578/ENSG00000110651/ENSG00000169129/ENSG00000116285/ENSG00000170962/ENSG00000157404/ENSG00000153162/ENSG00000109103/ENSG00000100311/ENSG00000197461/ENSG00000067182/ENSG00000114315/ENSG00000175920/ENSG00000180353/ENSG00000107954/ENSG00000178078/ENSG00000104312/ENSG00000068001/ENSG00000171132","FALSE","FALSE","FALSE"
"GO:0140053","GO:0140053","GO:0140053","mitochondrial gene expression",143,-0.510344024278675,-1.64589282759077,0.000463157999658195,0.00703938995423367,0.00543908037088177,3664,"tags=47%, list=28%, signal=35%","ENSG00000112110/ENSG00000132300/ENSG00000116898/ENSG00000182154/ENSG00000101574/ENSG00000072506/ENSG00000125901/ENSG00000135297/ENSG00000166902/ENSG00000011376/ENSG00000130349/ENSG00000117593/ENSG00000165526/ENSG00000174547/ENSG00000132676/ENSG00000154719/ENSG00000172590/ENSG00000148824/ENSG00000179271/ENSG00000116874/ENSG00000136522/ENSG00000155906/ENSG00000120333/ENSG00000139131/ENSG00000061794/ENSG00000169288/ENSG00000111639/ENSG00000108561/ENSG00000107815/ENSG00000059691/ENSG00000174173/ENSG00000178694/ENSG00000172172/ENSG00000182180/ENSG00000123297/ENSG00000183978/ENSG00000178952/ENSG00000108064/ENSG00000175581/ENSG00000072756/ENSG00000175110/ENSG00000122140/ENSG00000086504/ENSG00000067704/ENSG00000171612/ENSG00000082515/ENSG00000105364/ENSG00000180992/ENSG00000062582/ENSG00000137288/ENSG00000122085/ENSG00000131368/ENSG00000158042/ENSG00000177192/ENSG00000112996/ENSG00000182199/ENSG00000254858/ENSG00000185608/ENSG00000043514/ENSG00000138095/ENSG00000183617/ENSG00000116221/ENSG00000055950/ENSG00000156502/ENSG00000262814/ENSG00000138035/ENSG00000090263/ENSG00000259494","FALSE","FALSE","FALSE"
